GEOCODE,ID,COD_SET_ZON,COD_QDR_ZON,COD_LOG_ZON,COD_CNDM_ZON,COD_LOTE_ZON,SGL_SUBP_EDIC,SGL_DSTR_EDIC,COD_TSTD_ZON,IND_VRFC_EDIC,IND_EXCL_INCL_CRGA,SGL_ZONA_01_ZON,COD_PRMR_01_ZON,SGL_LNDR_01_ZON,COD_TIP_LEGC_01,COD_LEGC_01_ZON,ANO_LEGC_01_ZON,IND_ADCA_CRGA,SGL_ZONA_02_ZON,COD_PRMR_02_ZON,SGL_LNDR_02_ZON,COD_TIP_LEGC_02,COD_LEGC_02_ZON,ANO_LEGC_02_ZON,SGL_ZONA_03_ZON,COD_PRMR_03_ZON,SGL_LNDR_03_ZON,COD_TIP_LEGC_03,COD_LEGC_03_ZON,ANO_LEGC_03_ZON,SGL_ZONA_04_ZON,COD_PRMR_04_ZON,SGL_LNDR_04_ZON,COD_TIP_LEGC_04,COD_LEGC_04_ZON,ANO_LEGC_04_ZON,SGL_ZONA_05_ZON,COD_PRMR_05_ZON,SGL_LNDR_05_ZON,COD_TIP_LEGC_05,COD_LEGC_05_ZON,ANO_LEGC_05_ZON,SGL_ZONA_06_ZON,COD_PRMR_06_ZON,SGL_LNDR_06_ZON,COD_TIP_LEGC_06,COD_LEGC_06_ZON,ANO_LEGC_06_ZON,COD_AREA_CONST,COD_AREA_LT,COD_END_LOG,COD_NUM_PORT,COD_SIT,VALOR_MET_CODLOG,VALOR_MET_MED_ZON,NUM_PAV,SGL_ZON_URB_RUR,ANO_CONST,IND_EXCL_OBS,TXT_OBS_01_EDIC,TXT_OBS_02_EDIC,NOME_CID_EDIC,NOME_EST_EDIC,NOME_PAIS_EDIC,REG_LIM_ADM,COD_QUAD,COD_ANO,COND,Lat__Y_,Long__x_
"RUA HONORATO PEREIRA, 200,
SAO PAULO, SAO PAULO - BRASIL","203024368806000040","203","024","368806","00","0040",PR,ANH,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","239","125",RUA HONORATO PEREIRA,"200","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,4275851","-46,7935188"
"RUA DESEMBARGADOR FRANCISCO DE PAULA CRUZ NETTO, 60,
SAO PAULO, SAO PAULO - BRASIL","229055370592000032","229","055","370592","00","0032",IT,IPA,"3",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","219","255",RUA DESEMBARGADOR FRANCISCO DE PAULA CRUZ NETTO,"60","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,5015692","-46,3683929"
"RUA HONORATO PEREIRA, 210,
SAO PAULO, SAO PAULO - BRASIL","203024368806000041","203","024","368806","00","0041",PR,ANH,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","230","125",RUA HONORATO PEREIRA,"210","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,4276276","-46,7936509"
"RUA ILHA DE CAPRI, 111,
SAO PAULO, SAO PAULO - BRASIL","249020403733000023","249","020","403733","00","0023",SM,IGU,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","120","169",RUA ILHA DE CAPRI,"111","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,6187439","-46,4196857"
"RUA ELIAS PEREIRA, 86,
SAO PAULO, SAO PAULO - BRASIL","228233617792000024","228","233","617792","00","0024",JT,TRE,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","149","149",RUA ELIAS PEREIRA,"86","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,449683","-46,5894356"
"RUA ELIAS PEREIRA, 52,
SAO PAULO, SAO PAULO - BRASIL","228233617792000020","228","233","617792","00","0020",JT,TRE,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","169",RUA ELIAS PEREIRA,"52","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,4495462","-46,5892317"
"ESTRADA CORONEL JOSÃƒÆ’Ã¢â‚¬Â° GLADIADOR, 436,
SAO PAULO, SAO PAULO - BRASIL","202100279153000001","202","100","279153","00","0001",PR,ANH,"1",S,S,ZMA,"0",,L,"16402","2016",S,ZEPAM,"0",,L,"16402","2016",QA,"12",,L,"16402","2016",QA,"10",,L,"16402","2016",MA,"5",,L,"16050","2014",ZEPEC,"0",,L,"16402","2016","1048","32220",ESTRADA CORONEL JOSE GLADIADOR,"436","0","0","0",,U,,,ZEPEC-APPA,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,4366406","-46,7924875"
"AVENIDA ANTONELO DA MESSINA, 801,
SAO PAULO, SAO PAULO - BRASIL","228233163058000002","228","233","163058","00","0002",JT,TRE,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","268","95",AVENIDA ANTONELO DA MESSINA,"801","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,4495599","-46,5890379"
"RUA EDITOR ARNALDO MAGALHAES DE GIACOMO, 407,
SAO PAULO, SAO PAULO - BRASIL","307001681962000052","307","001","681962","00","0052",FO,FRE,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"8",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","37","189",RUA EDITOR ARNALDO MAGALHAES DE GIACOMO,"407","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,4682183","-46,7038033"
"RUA ANDRE BAGI, 367,
SAO PAULO, SAO PAULO - BRASIL","190088340197000037","190","088","340197","00","0037",PJ,JAR,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","590","900",RUA ANDRE BAGI,"367","0","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,4417227","-46,7169529"
"RUA PEDRO LEME, 62,
SAO PAULO, SAO PAULO - BRASIL","194056753378000060","194","056","753378","00","0060",SM,IGU,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","223","147",RUA PEDRO LEME,"62","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,6052932","-46,4525225"
"RUA PEDRO LEME, 63,
SAO PAULO, SAO PAULO - BRASIL","194056753378000061","194","056","753378","00","0061",SM,IGU,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","230","147",RUA PEDRO LEME,"63","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,6023708","-46,4526831"
"RUA ILHA DE CAPRI, 175,
SAO PAULO, SAO PAULO - BRASIL","249020403733000030","249","020","403733","00","0030",SM,IGU,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","60","179",RUA ILHA DE CAPRI,"175","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,6185381","-46,4191117"
"RUA ILHA DE CAPRI, 199,
SAO PAULO, SAO PAULO - BRASIL","249020403733000033","249","020","403733","00","0033",SM,IGU,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","50","155",RUA ILHA DE CAPRI,"199","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,618401","-46,4186305"
"RUA SEM DENOMINACAO, 284,
SAO PAULO, SAO PAULO - BRASIL","229214404942000005","229","214","404942","00","0005",IT,IPA,"2",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","3140","3705",RUA SEM DENOMINACAO,"284","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,8493151","-46,6986141"
"RUA SAVERIO DE DONATO, 301,
SAO PAULO, SAO PAULO - BRASIL","274034420395000202","274","034","420395","00","0202",PA,PLH,"1",S,S,ZPDS,"0",,L,"16402","2016",S,QA,"11",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","108","143",RUA SAVERIO DE DONATO,"301","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,8134955","-46,7388575"
"RUA LUIZ DOMINGUES DE CASTRO, 473,
SAO PAULO, SAO PAULO - BRASIL","202016277940000057","202","016","277940","00","0057",PR,ANH,"2",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","550",RUA LUIZ DOMINGUES DE CASTRO,"473","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,4410692","-46,7929608"
"RUA GAROTA DE IPANEMA, 51,
SAO PAULO, SAO PAULO - BRASIL","253035371181000004","253","035","371181","00","0004",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","2350",RUA GAROTA DE IPANEMA,"51","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,6180324","-46,665222"
"RUA PAULO TAPAJOS, 180,
SAO PAULO, SAO PAULO - BRASIL","229207457710000005","229","207","457710","00","0005",IT,IPA,"2",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","3040","3825",RUA PAULO TAPAJOS,"180","0","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,5045965","-46,3760823"
"RUA ELIAS PEREIRA, 132,
SAO PAULO, SAO PAULO - BRASIL","228233617792000032","228","233","617792","00","0032",JT,TRE,"3",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","320","93",RUA ELIAS PEREIRA,"132","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,450235","-46,5899968"
"RUA ELIAS PEREIRA, 90,
SAO PAULO, SAO PAULO - BRASIL","228233617792000026","228","233","617792","00","0026",JT,TRE,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","149",RUA ELIAS PEREIRA,"90","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,4496786","-46,5896211"
"AVENIDA ANTONELO DA MESSINA, 953,
SAO PAULO, SAO PAULO - BRASIL","228233163058000001","228","233","163058","00","0001",JT,TRE,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","260","132",AVENIDA ANTONELO DA MESSINA,"953","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,4486275","-46,5882308"
"RUA DOROTEIA EUGRASSIA, 40,
SAO PAULO, SAO PAULO - BRASIL","194151223980000150","194","151","223980","00","0150",SM,IGU,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","105","125",RUA DOROTEIA EUGRASSIA,"40","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,5980298","-46,4441231"
"RUA DOROTEIA EUGRASSIA, 40,
SAO PAULO, SAO PAULO - BRASIL","194151223980000149","194","151","223980","00","0149",SM,IGU,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","120","125",RUA DOROTEIA EUGRASSIA,"40","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,5980298","-46,4441231"
"PRACA PIRES RODOVALHO, 45,
SAO PAULO, SAO PAULO - BRASIL","253035228672000014","253","035","228672","00","0014",SM,SRA,"1",S,S,ZEIS-2,"0",,L,"16402","2016",S,ZM,"0",,L,"16402","2016","99","0",,L,"16402","2016",QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0","3020","43311",PRACA PIRES RODOVALHO,"45","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,6344203","-46,4676992"
"RUA MUSICA DE BOA NOITE, 202,
SAO PAULO, SAO PAULO - BRASIL","253035371114000010","253","035","371114","00","0010",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,ZEIS-2,"0",,L,"16402","2016",QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0","1300","2562",RUA MUSICA DE BOA NOITE,"202","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,5557714","-46,6395571"
"RUA PAULO TAPAJOS, 180,
SAO PAULO, SAO PAULO - BRASIL","229207457710000004","229","207","457710","00","0004",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","2448","4197",RUA PAULO TAPAJOS,"180","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,5045965","-46,3760823"
"RUA GAROTA DE IPANEMA, 142,
SAO PAULO, SAO PAULO - BRASIL","253035371181000011","253","035","371181","00","0011",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","1100","6833",RUA GAROTA DE IPANEMA,"142","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,6181403","-46,6656021"
"RUA TARCICIO VIEIRA DO NASCIMENTO, 314,
SAO PAULO, SAO PAULO - BRASIL","274034382809000201","274","034","382809","00","0201",PA,PLH,"2",S,S,ZPDS,"0",,L,"16402","2016",S,QA,"11",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","171","143",RUA TARCICIO VIEIRA DO NASCIMENTO,"314","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,8122665","-46,7379181"
"RUA LUIZ DOMINGUES DE CASTRO, 473,
SAO PAULO, SAO PAULO - BRASIL","202016277940000056","202","016","277940","00","0056",PR,ANH,"3",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","550",RUA LUIZ DOMINGUES DE CASTRO,"473","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,4410692","-46,7929608"
"RUA LUIZ DOMINGUES DE CASTRO, 473,
SAO PAULO, SAO PAULO - BRASIL","202016277940000055","202","016","277940","00","0055",PR,ANH,"3",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","550",RUA LUIZ DOMINGUES DE CASTRO,"473","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,4410692","-46,7929608"
"RUA GAROTA DE IPANEMA, 142,
SAO PAULO, SAO PAULO - BRASIL","253035371181000007","253","035","371181","00","0007",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","2286",RUA GAROTA DE IPANEMA,"142","0","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,6181403","-46,6656021"
"RUA GAROTA DE IPANEMA, 106,
SAO PAULO, SAO PAULO - BRASIL","253035371181000012","253","035","371181","00","0012",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","2000","5168",RUA GAROTA DE IPANEMA,"106","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,6178693","-46,665441"
"RUA LUIS MATEUS, 2420,
SAO PAULO, SAO PAULO - BRASIL","238001208043000021","238","001","208043","00","0021",CT,CTI,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","14326",RUA LUIS MATEUS,"2420","0","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,563201","-46,4187943"
"RUA MUSICA DE BOA NOITE, 202,
SAO PAULO, SAO PAULO - BRASIL","253035371114000009","253","035","371114","00","0009",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","2590","2046",RUA MUSICA DE BOA NOITE,"202","0","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,5557714","-46,6395571"
"RUA GAROTA DE IPANEMA, 5,
SAO PAULO, SAO PAULO - BRASIL","253035371181000005","253","035","371181","00","0005",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","2240","2385",RUA GAROTA DE IPANEMA,"5","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,6172699","-46,664747"
"RUA GAROTA DE IPANEMA, 51,
SAO PAULO, SAO PAULO - BRASIL","253035371181000003","253","035","371181","00","0003",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","250","2260",RUA GAROTA DE IPANEMA,"51","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,6180324","-46,665222"
"RUA ELIAS PEREIRA, 34,
SAO PAULO, SAO PAULO - BRASIL","228233617792000018","228","233","617792","00","0018",JT,TRE,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","120","148",RUA ELIAS PEREIRA,"34","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,449428","-46,5890857"
"RUA MALMEQUER DO CAMPO, 479,
SAO PAULO, SAO PAULO - BRASIL","240037453196000001","240","037","453196","00","0001",IQ,PQC,"2",S,S,ZPI-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"14",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","5300","9509",RUA MALMEQUER DO CAMPO,"479","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,5809167","-46,4555097"
"RUA ILHA DE CRETA, 170,
SAO PAULO, SAO PAULO - BRASIL","249020403741000006","249","020","403741","00","0006",SM,IGU,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","140","242",RUA ILHA DE CRETA,"170","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,6194826","-46,4200563"
"AVENID ANTONELO DA MESSINA, 843,
SAO PAULO, SAO PAULO - BRASIL","228233163058000012","228","233","163058","00","0012",JT,TRE,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","151",AVENIDA ANTONELO DA MESSINA,"843","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,4492733","-46,5888134"
"AVENID ANTONELO DA MESSINA, 915,
SAO PAULO, SAO PAULO - BRASIL","228233163058000003","228","233","163058","00","0003",JT,TRE,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","140","308",AVENIDA ANTONELO DA MESSINA,"915","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,4487829","-46,5882921"
"RUA ELIAS PEREIRA, 104,
SAO PAULO, SAO PAULO - BRASIL","228233617792000028","228","233","617792","00","0028",JT,TRE,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","176",RUA ELIAS PEREIRA,"104","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,4497767","-46,5896597"
"RUA IOSOSUKE OKAUE, 1345,
SAO PAULO, SAO PAULO - BRASIL","240037363960000003","240","037","363960","00","0003",IQ,PQC,"1",S,S,ZPI-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"14",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","6844",RUA IOSOSUKE OKAUE,"1345","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,5807463","-46,4530214"
"RUA TECLA, 23,
SAO PAULO, SAO PAULO - BRASIL","303068187640000122","303","068","187640","00","0122",AR,VFO,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","87","70",RUA TECLA,"23","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2023","0","-23,5778963","-46,5390992"
"RUA ELIAS PEREIRA, 98,
SAO PAULO, SAO PAULO - BRASIL","228233617792000027","228","233","617792","00","0027",JT,TRE,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","146","146",RUA ELIAS PEREIRA,"98","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,4520554","-46,5892776"
"AVENIDA FELIPPO STURBA, 520,
SAO PAULO, SAO PAULO - BRASIL","202019276723000097","202","019","276723","00","0097",PR,ANH,"1",S,S,ZC-ZEIS,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","300","253",AVENIDA FELIPPO STURBA,"520","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,4423233","-46,7916562"
