GEOCOD,ID,COD_SET_ZON,COD_QDR_ZON,COD_LOG_ZON,COD_CNDM_ZON,COD_LOTE_ZON,SGL_SUBP_EDIC,SGL_DSTR_EDIC,COD_TSTD_ZON,IND_VRFC_EDIC,IND_EXCL_INCL_CRGA,SGL_ZONA_01_ZON,COD_PRMR_01_ZON,SGL_LNDR_01_ZON,COD_TIP_LEGC_01,COD_LEGC_01_ZON,ANO_LEGC_01_ZON,IND_ADCA_CRGA,SGL_ZONA_02_ZON,COD_PRMR_02_ZON,SGL_LNDR_02_ZON,COD_TIP_LEGC_02,COD_LEGC_02_ZON,ANO_LEGC_02_ZON,SGL_ZONA_03_ZON,COD_PRMR_03_ZON,SGL_LNDR_03_ZON,COD_TIP_LEGC_03,COD_LEGC_03_ZON,ANO_LEGC_03_ZON,SGL_ZONA_04_ZON,COD_PRMR_04_ZON,SGL_LNDR_04_ZON,COD_TIP_LEGC_04,COD_LEGC_04_ZON,ANO_LEGC_04_ZON,SGL_ZONA_05_ZON,COD_PRMR_05_ZON,SGL_LNDR_05_ZON,COD_TIP_LEGC_05,COD_LEGC_05_ZON,ANO_LEGC_05_ZON,SGL_ZONA_06_ZON,COD_PRMR_06_ZON,SGL_LNDR_06_ZON,COD_TIP_LEGC_06,COD_LEGC_06_ZON,ANO_LEGC_06_ZON,COD_AREA_CONST,COD_AREA_LT,COD_END_LOG,COD_NUM_PORT,COD_SIT,VALOR_MET_CODLOG,VALOR_MET_MED_ZON,NUM_PAV,SGL_ZON_URB_RUR,ANO_CONST,IND_EXCL_OBS,TXT_OBS_01_EDIC,TXT_OBS_02_EDIC,NOME_CID_EDIC,NOME_EST_EDIC,NOME_PAIS_EDIC,REG_LIM_ADM,COD_QUAD,COD_ANO,COND,Lat__y_,Long__x_
"AVENIDA PROFESSOR EULALIO DE ARRUDA MELLO, 524,SAO PAULO, SAO PAULO - BRASIL","176044606960000038","176","044","606960","00","0038",SO,GRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","226","188",AVENIDA PROFESSOR EULALIO DE ARRUDA MELLO,"524","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,7538043","-46,7033738"
"RUA DA TERRA PORTUCALENSE, 513,SAO PAULO, SAO PAULO - BRASIL","184230763586000213","184","230","763586","00","0213",CL,CRE,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","140","71",RUA DA TERRA PORTUCALENSE,"513","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6650709","-46,7927698"
"RUA PIETRO DA MILANO, 127,SAO PAULO, SAO PAULO - BRASIL","180088792950000049","180","088","792950","00","0049",MB,JDA,"1",S,S,ZEUPA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","50","157",RUA PIETRO DA MILANO,"127","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6933605","-46,7809626"
"RUA PIETRO DA MILANO, 115,SAO PAULO, SAO PAULO - BRASIL","180088792950000047","180","088","792950","00","0047",MB,JDA,"1",S,S,ZEUPA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","114","159",RUA PIETRO DA MILANO,"115","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6934574","-46,7808794"
"RUA DA MOENDA , 393,SAO PAULO, SAO PAULO - BRASIL","181021514233000251","181","021","514233","00","0251",CL,CRE,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","130",RUA DA MOENDA,"393","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6843818","-46,7954566"
"RUA ALBERTO BORGES SOVERAL, 18,SAO PAULO, SAO PAULO - BRASIL","180088356638000011","180","088","356638","00","0011",MB,JDA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","72","250",RUA ALBERTO BORGES SOVERAL,"18","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,693645","-46,7820999"
"RUA DA TERRA PORTUCALENSE, 617,SAO PAULO, SAO PAULO - BRASIL","184230763586000218","184","230","763586","00","0218",CL,CRE,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","80","74",RUA DA TERRA PORTUCALENSE,"617","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6650703","-46,7925591"
"RUA ACELGA, 14,SAO PAULO, SAO PAULO - BRASIL","180088714445000031","180","088","714445","00","0031",MB,JDA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","76","86",RUA ACELGA,"14","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,693508","-46,7814964"
"RUA ACELGA, 215,SAO PAULO, SAO PAULO - BRASIL","180088714445000027","180","088","714445","00","0027",MB,JDA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","155","173",RUA ACELGA,"215","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6932662","-46,7817755"
"RUA PIETRO DA MILANO, 97,SAO PAULO, SAO PAULO - BRASIL","180088792950000044","180","088","792950","00","0044",MB,JDA,"1",S,S,ZEUPA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","50","162",RUA PIETRO DA MILANO,"97","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6935932","-46,7806268"
"RUA HUMBERTO BENEMERITTI, 78,SAO PAULO, SAO PAULO - BRASIL","168066721093000085","168","066","721093","00","0085",CL,CLM,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","130",RUA HUMBERTO BENEMERITTI,"78","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,638125","-46,7759612"
"VIA DE PEDESTRE NOVO ALEGRE, 52,SAO PAULO, SAO PAULO - BRASIL","161082337684000043","161","082","337684","00","0043",AD,PDR,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","240","150",VIA DE PEDESTRE NOVO ALEGRE,"52","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6130637","-46,6933579"
"RUA IVAR BECKMAN, 333,SAO PAULO, SAO PAULO - BRASIL","168221203017000039","168","221","203017","00","0039",CL,CLM,"1",S,S,ZEUP,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","90","125",RUA IVAR BECKMAN,"333","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6285622","-46,771041"
"RUA PIETRO DA MILANO, 121,SAO PAULO, SAO PAULO - BRASIL","180088792950000048","180","088","792950","00","0048",MB,JDA,"1",S,S,ZEUPA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","114","159",RUA PIETRO DA MILANO,"121","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6934592","-46,7808767"
"RUA ALBERTO BORGES SOVERAL, 63,SAO PAULO, SAO PAULO - BRASIL","180088356638000001","180","088","356638","00","0001",MB,JDA,"1",S,S,ZEUPA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","102","250",RUA ALBERTO BORGES SOVERAL,"63","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6940043","-46,7805916"
"RUA ACELGA, 40,SAO PAULO, SAO PAULO - BRASIL","180088714445000040","180","088","714445","00","0040",MB,JDA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","22","195",RUA ACELGA,"40","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6932729","-46,7821242"
"RUA ANTONIO JOSE BENTES, 606,SAO PAULO, SAO PAULO - BRASIL","184230047562000253","184","230","047562","00","0253",CL,CRE,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","234",RUA ANTONIO JOSE BENTES,"606","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6652917","-46,7896465"
"RUA IVAM, 94,SAO PAULO, SAO PAULO - BRASIL","167072096679000095","167","072","096679","00","0095",CL,CRE,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","165","140",RUA IVAM,"94","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6710307","-46,7758617"
"RUA ALBERTO BORGES SOVERAL, 70,SAO PAULO, SAO PAULO - BRASIL","180088356638000021","180","088","356638","00","0021",MB,JDA,"1",S,S,ZEUPA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","125","207",RUA ALBERTO BORGES SOVERAL,"70","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6937682","-46,7810876"
"RUA GIUSEPPE TARTINI, 826,SAO PAULO, SAO PAULO - BRASIL","176044640590000040","176","044","640590","00","0040",SO,GRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","97","150",RUA GIUSEPPE TARTINI,"826","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,7534174","-46,703709"
"RUA FIDENZA, 14,SAO PAULO, SAO PAULO - BRASIL","181023670456000505","181","023","670456","00","0505",CL,CRE,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","250",RUA FIDENZA,"14","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6875933","-46,798297"
"RUA IVAM, 100,SAO PAULO, SAO PAULO - BRASIL","167072096679000094","167","072","096679","00","0094",CL,CRE,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","165","136",RUA IVAM,"100","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6709776","-46,7758256"
"RUA ANTONIO JOSE BENTES, 209,SAO PAULO, SAO PAULO - BRASIL","184013047562000077","184","013","047562","00","0077",CL,CRE,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","127","127",RUA ANTONIO JOSE BENTES,"209","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6643199","-46,793088"
"RUA EXPEDITO DE OLIVEIRA SANTOS, 308,SAO PAULO, SAO PAULO - BRASIL","165335626171000049","165","335","626171","00","0049",MB,JDS,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","60","125",RUA EXPEDITO DE OLIVEIRA SANTOS,"308","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6677428","-46,7501605"
"RUA MARCOS ANTONIO DOS SANTOS, 1832,SAO PAULO, SAO PAULO - BRASIL","175143697680000029","175","143","697680","00","0029",SO,GRA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","126","140",RUA MARCOS ANTONIO DOS SANTOS,"1832","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,7424735","-46,6825472"
"RUA DA TERRA PORTUCALENSE, 602,SAO PAULO, SAO PAULO - BRASIL","184230763586000228","184","230","763586","00","0228",CL,CRE,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","220","183",RUA DA TERRA PORTUCALENSE,"602","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6652744","-46,791962"
"RUA DA TERRA PORTUCALENSE, 27,SAO PAULO, SAO PAULO - BRASIL","184230763586000206","184","230","763586","00","0206",CL,CRE,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","50","60",RUA DA TERRA PORTUCALENSE,"27","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6650053","-46,7931481"
"RUA DAS PEROBEIRAS, 1249,SAO PAULO, SAO PAULO - BRASIL","181023161420000500","181","023","161420","00","0500",CL,CRE,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","125",RUA DAS PEROBEIRAS,"1249","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6908397","-46,7973853"
"AVENIDA PROFESSOR EULALIO DE ARRUDA MELLO, 525,SAO PAULO, SAO PAULO - BRASIL","176044606960000037","176","044","606960","00","0037",SO,GRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","272","188",AVENIDA PROFESSOR EULALIO DE ARRUDA MELLO,"525","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,7538682","-46,7034281"
"RUA HUMBERTO BENEMERITTI, 72,SAO PAULO, SAO PAULO - BRASIL","168066721093000084","168","066","721093","00","0084",CL,CLM,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","130",RUA HUMBERTO BENEMERITTI,"72","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6380494","-46,7758931"
"RUA ANTONIO JOSE BENTES, 205,SAO PAULO, SAO PAULO - BRASIL","184013047562000076","184","013","047562","00","0076",CL,CRE,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","235","130",RUA ANTONIO JOSE BENTES,"205","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6642401","-46,793091"
"AVENIDA CAPORANGA, 362,SAO PAULO, SAO PAULO - BRASIL","164014041998000091","164","014","041998","00","0091",MB,JDA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","154","100",AVENIDA CAPORANGA,"362","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,7283065","-46,7617575"
"AVENIDA DO JANGADEIRO, 111,SAO PAULO, SAO PAULO - BRASIL","162055099139000053","162","055","099139","00","0053",SO,CDU,"1",S,S,ZEUA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","6172","2744",AVENIDA DO JANGADEIRO,"111","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,7054457","-46,701332"
"RUA JOAO DA GRACA, 293,SAO PAULO, SAO PAULO - BRASIL","176004605336000023","176","004","605336","00","0023",SO,GRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","123","158",RUA JOAO DA GRACA,"293","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,7611182","-46,7055275"
"RUA ACELGA, 52,SAO PAULO, SAO PAULO - BRASIL","180088714445000039","180","088","714445","00","0039",MB,JDA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","150",RUA ACELGA,"52","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,693546","-46,7813846"
"RUA DA TERRA PORTUCALENSE, 45,SAO PAULO, SAO PAULO - BRASIL","184230763586000191","184","230","763586","00","0191",CL,CRE,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","130","67",RUA DA TERRA PORTUCALENSE,"45","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6650151","-46,7938731"
"RUA DA TERRA PORTUCALENSE, 701,SAO PAULO, SAO PAULO - BRASIL","184230763586000187","184","230","763586","00","0187",CL,CRE,"6",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","80","85",RUA DA TERRA PORTUCALENSE,"701","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6649285","-46,7940403"
"RUA DA TERRA PORTUCALENSE, 632,SAO PAULO, SAO PAULO - BRASIL","184230763586000230","184","230","763586","00","0230",CL,CRE,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","250","129",RUA DA TERRA PORTUCALENSE,"632","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6649931","-46,791798"
"RUA ENGENHEIRO GUARACY TORRES, 198,SAO PAULO, SAO PAULO - BRASIL","174100118982000026","174","100","118982","00","0026",SO,GRA,"1",S,S,ZEPAM,"0",,L,"16402","2016",S,ZPDS,"0",,L,"16402","2016",QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0","183","125",RUA ENGENHEIRO GUARACY TORRES,"198","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,7586252","-46,6599898"
"RUA DOMINGOS BICUDO, 571,SAO PAULO, SAO PAULO - BRASIL","168060059994000048","168","060","059994","00","0048",CL,CLM,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","544","407",RUA DOMINGOS BICUDO,"571","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,637104","-46,7754737"
"RUA ANTONIO JOSE BENTES, 195,SAO PAULO, SAO PAULO - BRASIL","184013047562000074","184","013","047562","00","0074",CL,CRE,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","201","125",RUA ANTONIO JOSE BENTES,"195","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,664166","-46,7932496"
"RUA ACELGA, 20,SAO PAULO, SAO PAULO - BRASIL","180088714445000034","180","088","714445","00","0034",MB,JDA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","76","124",RUA ACELGA,"20","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6934089","-46,7815384"
"RUA BARAO NICOLINO BARRA, 269,SAO PAULO, SAO PAULO - BRASIL","166023605026000037","166","023","605026","00","0037",CL,CRE,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","118","77",RUA BARAO NICOLINO BARRA,"269","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6532019","-46,7558694"
"RUA DA TERRA PORTUCALENSE, 60,SAO PAULO, SAO PAULO - BRASIL","184230763586000211","184","230","763586","00","0211",CL,CRE,"2",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","188","94",RUA DA TERRA PORTUCALENSE,"60","0","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6650555","-46,7928556"
"RUA DA TERRA PORTUCALENSE, 68,SAO PAULO, SAO PAULO - BRASIL","184230763586000189","184","230","763586","00","0189",CL,CRE,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","142","71",RUA DA TERRA PORTUCALENSE,"68","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6649358","-46,7938922"
"RUA EXPEDITO DE OLIVEIRA SANTOS, 243,SAO PAULO, SAO PAULO - BRASIL","165335626171000050","165","335","626171","00","0050",MB,JDS,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","176","125",RUA EXPEDITO DE OLIVEIRA SANTOS,"243","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6683948","-46,7504467"
"RUA CUSTODIO COELHO, 32,SAO PAULO, SAO PAULO - BRASIL","176004664138000024","176","004","664138","00","0024",SO,GRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","178",RUA CUSTODIO COELHO,"32","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,7610651","-46,7052578"
