GEOCODE,ID,COD_SET_ZON,COD_QDR_ZON,COD_LOG_ZON,COD_CNDM_ZON,COD_LOTE_ZON,SGL_SUBP_EDIC,SGL_DSTR_EDIC,COD_TSTD_ZON,IND_VRFC_EDIC,IND_EXCL_INCL_CRGA,SGL_ZONA_01_ZON,COD_PRMR_01_ZON,SGL_LNDR_01_ZON,COD_TIP_LEGC_01,COD_LEGC_01_ZON,ANO_LEGC_01_ZON,IND_ADCA_CRGA,SGL_ZONA_02_ZON,COD_PRMR_02_ZON,SGL_LNDR_02_ZON,COD_TIP_LEGC_02,COD_LEGC_02_ZON,ANO_LEGC_02_ZON,SGL_ZONA_03_ZON,COD_PRMR_03_ZON,SGL_LNDR_03_ZON,COD_TIP_LEGC_03,COD_LEGC_03_ZON,ANO_LEGC_03_ZON,SGL_ZONA_04_ZON,COD_PRMR_04_ZON,SGL_LNDR_04_ZON,COD_TIP_LEGC_04,COD_LEGC_04_ZON,ANO_LEGC_04_ZON,SGL_ZONA_05_ZON,COD_PRMR_05_ZON,SGL_LNDR_05_ZON,COD_TIP_LEGC_05,COD_LEGC_05_ZON,ANO_LEGC_05_ZON,SGL_ZONA_06_ZON,COD_PRMR_06_ZON,SGL_LNDR_06_ZON,COD_TIP_LEGC_06,COD_LEGC_06_ZON,ANO_LEGC_06_ZON,COD_AREA_CONST,COD_AREA_LT,COD_END_LOG,COD_NUM_PORT,COD_SIT,VALOR_MET_CODLOG,VALOR_MET_MED_ZON,NUM_PAV,SGL_ZON_URB_RUR,ANO_CONST,IND_EXCL_OBS,TXT_OBS_01_EDIC,TXT_OBS_02_EDIC,NOME_CID_EDIC,NOME_EST_EDIC,NOME_PAIS_EDIC,REG_LIM_ADM,COD_QUAD,COD_ANO,COND,Lat__Y_,Long__X_
"RUA CACHOEIRA, 1424,
SAO PAULO, SAO PAULO - BRASIL","017047037877000077","017","047","037877","00","0077",MO,PRI,"1",S,S,ZEMP,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","240",RUA CACHOEIRA,"1424","1","0","0",,U,,,RESOLUCAO SMUL.AOC.CTLU/004/2018,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5295819","-46,6109995"
"RUA MATARAZZO, 243,
SAO PAULO, SAO PAULO - BRASIL","019099136697000041","019","099","136697","00","0041",SE,BRE,"1",S,S,ZDE-1,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","640","208",RUA MATARAZZO,"243","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,CENTRO,TERCEIRO QUADRIMESTRE,"2023","0","-23,5232241","-46,6401272"
"RUA NOSSA SENHORA DA LAPA, 112,
SAO PAULO, SAO PAULO - BRASIL","023003146986000064","023","003","146986","00","0064",LA,LAP,"2",S,S,ZEM,"0",,R,"4","2018",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","1518","926",RUA NOSSA SENHORA DA LAPA,"112","2","0","0",,U,,,RESOLUCAO SMUL.AOC.CTLU/004/2018,,SAO PAULO,SAO PAULO,BRASIL,NORDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5210962","-46,7028916"
"AVENIDA BRIGADEIRO LUIS ANTONIO, 3134,
SAO PAULO, SAO PAULO - BRASIL","014087121657000106","014","087","121657","00","0106",PI,JDP,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","1541","610",AVENIDA BRIGADEIRO LUIS ANTONIO,"3134","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5732101","-46,6548254"
"RUA GOMES CARDIM, 381,
SAO PAULO, SAO PAULO - BRASIL","025066080829000081","025","066","080829","00","0081",MO,BRS,"1",S,S,ZEIS-3,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","526","446",RUA GOMES CARDIM,"381","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5445248","-46,6124811"
"RUA IPANEMA, 126,
SAO PAULO, SAO PAULO - BRASIL","027019092479000040","027","019","092479","00","0040",MO,MOO,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","255","240",RUA IPANEMA,"126","2","0","0",,U,,,LOTE COM O ENDERECO DO PAI,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5492894","-46,6103923"
"RUA JOAO TEODORO, 973,
SAO PAULO, SAO PAULO - BRASIL","018087104850000101","018","087","104850","00","0101",MO,PRI,"1",S,S,ZEIS-3,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","930","350",RUA JOAO TEODORO,"973","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5346831","-46,6231901"
"RUA MONTEIRO DE MELO, 102,
SAO PAULO, SAO PAULO - BRASIL","023014141909000084","023","014","141909","00","0084",LA,LAP,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","300","239",RUA MONTEIRO DE MELO,"102","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5223352","-46,7031977"
"RUA SAO BERNARDO, 251,
SAO PAULO, SAO PAULO - BRASIL","030089032913000048","030","089","032913","00","0048",MO,TAT,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","82","77",RUA SAO BERNARDO,"251","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5467337","-46,5784375"
"RUA MAESTRO CARDIM, 508,
SAO PAULO, SAO PAULO - BRASIL","033011042447000629","033","011","042447","00","0629",SE,BVI,"2",S,S,ZEU,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"1",,L,"16050","2014",ZEPEC,"0",,L,"16402","2016",,"0",,,"0","0",,"0",,,"0","0","2856","598",RUA MAESTRO CARDIM,"508","2","0","0",,U,,,ZEPEC-TICP,,SAO PAULO,SAO PAULO,BRASIL,CENTRO,TERCEIRO QUADRIMESTRE,"2023","0","-23,5653957","-46,6417742"
"RUA CESARIO ALVIM, 619,
SAO PAULO, SAO PAULO - BRASIL","026055048046000077","026","055","048046","00","0077",MO,BEL,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","2112","1387",RUA CESARIO ALVIM,"619","1","0","0",,U,,,LOTE COM O ENDERECO DO PAI,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5425468","-46,5999646"
"ALAMEDA LORENA, 88,
SAO PAULO, SAO PAULO - BRASIL","014087119890000113","014","087","119890","00","0113",PI,JDP,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","209","198",ALAMEDA LORENA,"88","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5731183","-46,6560403"
"RUA BRESSER, 909,
SAO PAULO, SAO PAULO - BRASIL","027071036536000246","027","071","036536","00","0246",MO,MOO,"2",S,S,ZM,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1679",RUA BRESSER,"909","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5380195","-46,6082981"
"RUA DA MOOCA, 3980,
SAO PAULO, SAO PAULO - BRASIL","032005142131000070","032","005","142131","00","0070",MO,MOO,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","580","600",RUA DA MOOCA,"3980","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5600002","-46,5874298"
"RUA CESARIO ALVIM, 619,
SAO PAULO, SAO PAULO - BRASIL","026055048046000076","026","055","048046","00","0076",MO,BEL,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","2112","1387",RUA CESARIO ALVIM,"619","1","0","0",,U,,,LOTE COM O ENDERECO DO PAI,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5425468","-46,5999646"
"RUA ALMIR RIBEIRO, 25,
SAO PAULO, SAO PAULO - BRASIL","012060155179000244","012","060","155179","00","0244",LA,PRD,"2",S,S,ZM,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","102","182",RUA ALMIR RIBEIRO,"25","2","0","0",,U,,,LOTE COM O ENDERECO DO PAI,,SAO PAULO,SAO PAULO,BRASIL,NORDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5432034","-46,6887384"
"RUA PELOTAS, 83,
SAO PAULO, SAO PAULO - BRASIL","037100088838000544","037","100","088838","00","0544",VM,VMN,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","11472","6549",RUA PELOTAS,"83","1","0","0",,U,,,LOTE COM O ENDERECO DO PAI,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5818368","-46,6436409"
"AVENIDA BRIGADEIRO LUIS ANTONIO, 3126,
SAO PAULO, SAO PAULO - BRASIL","014087121657000105","014","087","121657","00","0105",PI,JDP,"2",S,S,ZC,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","8760","2383",AVENIDA BRIGADEIRO LUIS ANTONIO,"3126","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5728178","-46,6550702"
"RUA JOSE ANTONIO COELHO, 552,
SAO PAULO, SAO PAULO - BRASIL","037013107735000313","037","013","107735","00","0313",VM,VMN,"2",S,S,ZEUP,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","1200","417",RUA JOSE ANTONIO COELHO,"552","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5806276","-46,6459088"
"AVENIDA CRUZEIRO DO SUL, 34,
SAO PAULO, SAO PAULO - BRASIL","018072055670000036","018","072","055670","00","0036",MO,PRI,"1",S,S,ZEIS-3,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","155","417",AVENIDA CRUZEIRO DO SUL,"34","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO,LOTE COM O ENDERECO DO PAI,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5314242","-46,6253467"
"AVENIDA CRUZEIRO DO SUL, 34,
SAO PAULO, SAO PAULO - BRASIL","018072055670000037","018","072","055670","00","0037",MO,PRI,"1",S,S,ZEIS-3,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","155","417",AVENIDA CRUZEIRO DO SUL,"34","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO,LOTE COM O ENDERECO DO PAI,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5314242","-46,6253467"
"AVENIDA PEDROSO DE MORAIS, 691,
SAO PAULO, SAO PAULO - BRASIL","015044160172000519","015","044","160172","00","0519",PI,PIN,"2",S,S,ZEU,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","2276",AVENIDA PEDROSO DE MORAIS,"691","2","0","0",,U,,,LOTE COM NUMERO APROXIMADO,,SAO PAULO,SAO PAULO,BRASIL,NORDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5642438","-46,6914992"
"RUA SILVIA, 399,
SAO PAULO, SAO PAULO - BRASIL","009035182320000299","009","035","182320","00","0299",SE,BVI,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",ZEPEC,"0",,L,"16402","2016",,"0",,,"0","0",,"0",,,"0","0","0","945",RUA SILVIA,"399","2","0","0",,U,,,ZEPEC-TICP,CONDOMINIO,SAO PAULO,SAO PAULO,BRASIL,CENTRO,TERCEIRO QUADRIMESTRE,"2023","0","-23,5614992","-46,6512045"
"RUA ABILIO SOARES, 1160,
SAO PAULO, SAO PAULO - BRASIL","036138000574000391","036","138","000574","00","0391",VM,MOE,"2",S,S,ZM,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","55951","120484",RUA ABILIO SOARES,"1160","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5781645","-46,6521426"
"RUA CAPITAO PINTO FERREIRA, 225,
SAO PAULO, SAO PAULO - BRASIL","014087162795000114","014","087","162795","00","0114",PI,JDP,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","891","880",RUA CAPITAO PINTO FERREIRA,"225","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5726861","-46,6557644"
"ALAMEDA LORENA, 60,
SAO PAULO, SAO PAULO - BRASIL","014087119890000111","014","087","119890","00","0111",PI,JDP,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","329","198",ALAMEDA LORENA,"60","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5732595","-46,6558552"
"RUA MAJOR MARCELINO, 184,
SAO PAULO, SAO PAULO - BRASIL","026009128929000079","026","009","128929","00","0079",MO,BEL,"1",S,S,ZDE-1,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","480","131",RUA MAJOR MARCELINO,"184","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5345198","-46,608966"
"PRACA SILVIO ROMERO, 223,
SAO PAULO, SAO PAULO - BRASIL","030086182761000307","030","086","182761","00","0307",MO,TAT,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","288","198",PRACA SILVIO ROMERO,"223","1","0","0",,U,,,LOTE COM O ENDERECO DO PAI,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5451447","-46,5723787"
"RUA CAPITAO PINTO FERREIRA, 187,
SAO PAULO, SAO PAULO - BRASIL","014087162795000115","014","087","162795","00","0115",PI,JDP,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","740","1170",RUA CAPITAO PINTO FERREIRA,"187","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5725535","-46,6555116"
"RUA BRESSER, 340,
SAO PAULO, SAO PAULO - BRASIL","025015036536000159","025","015","036536","00","0159",MO,BRS,"1",S,S,ZDE-1,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","300","119",RUA BRESSER,"340","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5343777","-46,6119492"
"RUA DOS TRILHOS, 2590,
SAO PAULO, SAO PAULO - BRASIL","027071191639000245","027","071","191639","00","0245",MO,MOO,"3",S,S,ZM,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","3884",RUA DOS TRILHOS,"2590","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5571525","-46,5888834"
"RUA CAPITAO PINTO FERREIRA, 177,
SAO PAULO, SAO PAULO - BRASIL","014087029653000116","014","087","029653","00","0116",PI,JDP,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","1627","1645",RUA CAPITAO PINTO FERREIRA,"177","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5725183","-46,6553144"
"ALAMEDA LORENA, 72,
SAO PAULO, SAO PAULO - BRASIL","014087119890000112","014","087","119890","00","0112",PI,JDP,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","197","165",ALAMEDA LORENA,"72","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5731699","-46,6559034"
"RUA BRESSER, 334,
SAO PAULO, SAO PAULO - BRASIL","025015036536000158","025","015","036536","00","0158",MO,BRS,"1",S,S,ZDE-1,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","350","268",RUA BRESSER,"334","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5343047","-46,6119404"
"ALAMEDA LORENA, 58,
SAO PAULO, SAO PAULO - BRASIL","014087119890000110","014","087","119890","00","0110",PI,JDP,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","625","580",ALAMEDA LORENA,"58","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5732267","-46,6557679"
"RUA SERRA DE JAIRE, 78,
SAO PAULO, SAO PAULO - BRASIL","029046180700000507","029","046","180700","00","0507",MO,BEL,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","3371",RUA SERRA DE JAIRE,"78","1","0","0",,U,,,LOTE COM O ENDERECO DO PAI,CONDOMINIO,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5441233","-46,5883951"
"RUA CAPITAO FAUSTINO LIMA, 105,
SAO PAULO, SAO PAULO - BRASIL","003011069124000894","003","011","069124","00","0894",MO,BRS,"3",S,S,ZEIS-3,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"18",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","2290","1968",RUA CAPITAO FAUSTINO LIMA,"105","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5482547","-46,6246469"
"RUA JURUA, 48,
SAO PAULO, SAO PAULO - BRASIL","017037114081000047","017","037","114081","00","0047",MO,PRI,"1",S,S,ZDE-1,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","364",RUA JURUA,"48","2","0","0",,U,,,LOTE COM O ENDERECO DO PAI,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5284456","-46,6198702"
"AVENIDA BRIGADEIRO LUIS ANTONIO, 3142,
SAO PAULO, SAO PAULO - BRASIL","014087121657000107","014","087","121657","00","0107",PI,JDP,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","2223","610",AVENIDA BRIGADEIRO LUIS ANTONIO,"3142","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5730842","-46,65522"
"PRACA SILVIO ROMERO, 223,
SAO PAULO, SAO PAULO - BRASIL","030086182761000306","030","086","182761","00","0306",MO,TAT,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","288","198",PRACA SILVIO ROMERO,"223","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5451447","-46,5723787"
"AVENIDA JUSCELINO KUBITSCHEK, 873,
SAO PAULO, SAO PAULO - BRASIL","016168123269000130","016","168","123269","00","0130",PI,IBI,"2",S,S,ZM,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"12",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","181","318",AVENIDA JUSCELINO KUBITSCHEK,"873","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5897466","-46,677687"
"RUA DOUTOR RICARDO GONCALVES, 107,
SAO PAULO, SAO PAULO - BRASIL","025041170810000151","025","041","170810","00","0151",MO,BRS,"2",S,S,ZDE-1,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","1572","258",RUA DOUTOR RICARDO GONCALVES,"107","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5396287","-46,6130361"
"RUA DA INDEPENDENCIA, 303,
SAO PAULO, SAO PAULO - BRASIL","034006091480000340","034","006","091480","00","0340",SE,CMB,"2",S,S,ZEIS-3,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","750","487",RUA DA INDEPENDENCIA,"303","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,CENTRO,TERCEIRO QUADRIMESTRE,"2023","0","-23,5655987","-46,618795"
"AVENIDA BRIGADEIRO LUIS ANTONIO, 3152,
SAO PAULO, SAO PAULO - BRASIL","014087121657000108","014","087","121657","00","0108",PI,JDP,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","1549","520",AVENIDA BRIGADEIRO LUIS ANTONIO,"3152","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5732478","-46,6552606"
"AVENIDA BRIGADEIRO LUIS ANTONIO, 3172,
SAO PAULO, SAO PAULO - BRASIL","014087121657000109","014","087","121657","00","0109",PI,JDP,"2",S,S,ZC,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","16095","2367",AVENIDA BRIGADEIRO LUIS ANTONIO,"3172","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORDESTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5733971","-46,6554726"
"RUA BARAO DE LADARIO, 523,
SAO PAULO, SAO PAULO - BRASIL","025077115258000065","025","077","115258","00","0065",MO,BRS,"2",S,S,ZDE-1,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","1328","332",RUA BARAO DE LADARIO,"523","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5375174","-46,6191173"
"RUA BARAO DE LADARIO, 226,
SAO PAULO, SAO PAULO - BRASIL","025008115258000174","025","008","115258","00","0174",MO,BRS,"2",S,S,ZDE-1,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","46852","4467",RUA BARAO DE LADARIO,"226","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5400654","-46,6185928"
"RUA CAME, 491,
SAO PAULO, SAO PAULO - BRASIL","032049039667000379","032","049","039667","00","0379",MO,MOO,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","500","596",RUA CAME,"491","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,TERCEIRO QUADRIMESTRE,"2023","0","-23,5640029","-46,5978958"
